,id,carat,cut,color,clarity,depth,table,x,y,z,price
19080,19081,1.03,Very Good,F,SI2,62.2,56.0,6.51,6.48,4.04,4449
11998,11999,0.32,Good,G,VS1,63.2,55.0,4.37,4.39,2.77,645
26529,26530,0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
13958,13959,0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.71,642
18406,18407,1.4,Very Good,I,VS1,61.6,59.0,7.17,7.22,4.43,7584
13004,13005,0.53,Ideal,G,VS2,61.8,56.0,5.21,5.18,3.21,1607
22561,22562,0.72,Ideal,I,VVS1,61.3,57.0,5.75,5.77,3.53,2654
456,457,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
25397,25398,1.71,Ideal,J,VS1,61.6,57.0,7.67,7.62,4.71,10821
17866,17867,1.02,Very Good,E,SI1,58.9,58.0,6.51,6.54,3.84,5232
18225,18226,0.79,Ideal,G,SI1,60.3,60.0,5.98,6.02,3.62,2907
1212,1213,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,4899
10054,10055,0.3,Ideal,E,VS2,61.8,55.0,4.33,4.35,2.68,658
13542,13543,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
1117,1118,1.08,Good,J,SI2,63.2,59.0,6.4,6.57,4.1,3742
26249,26250,0.3,Very Good,I,SI1,61.2,58.0,4.28,4.31,2.63,405
17403,17404,1.01,Very Good,I,SI2,62.9,55.0,6.37,6.42,4.02,4171
6760,6761,1.14,Premium,F,VVS1,60.8,58.0,6.79,6.74,4.11,10878
2768,2769,1.18,Premium,I,VS1,62.1,58.0,6.76,6.7,4.18,5921
873,874,1.02,Ideal,G,VVS2,62.1,54.0,6.54,6.51,4.05,8847
9650,9651,0.58,Ideal,G,VVS1,61.3,56.0,5.36,5.4,3.3,2256
15996,15997,0.76,Ideal,G,VS1,61.6,56.0,5.82,5.87,3.6,3372
26685,26686,0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8,906
23833,23834,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5656
3556,3557,1.01,Premium,H,SI2,61.5,60.0,6.4,6.34,3.92,4242
16149,16150,0.7,Very Good,I,VS1,61.4,57.0,5.71,5.74,3.52,2405
5074,5075,0.35,Ideal,E,VVS1,62.0,56.0,4.51,4.58,2.82,1044
22670,22671,0.51,Very Good,G,VVS2,62.9,57.0,5.06,5.12,3.2,1750
21602,21603,0.51,Ideal,F,VS2,62.8,57.0,5.1,5.06,3.19,1619
14305,14306,1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,8545
25035,25036,0.37,Very Good,G,VS1,58.3,62.0,4.72,4.75,2.76,696
9988,9989,1.0,Very Good,F,VS2,62.2,57.0,6.4,6.43,3.99,6183
2080,2081,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
20894,20895,0.31,Premium,E,VS1,60.5,59.0,4.36,4.37,2.64,734
4148,4149,1.32,Very Good,G,SI2,61.6,57.0,6.98,7.05,4.32,7173
15568,15569,0.42,Very Good,F,VVS2,61.6,59.0,4.83,4.84,2.98,1131
11253,11254,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
4339,4340,0.31,Ideal,D,VS1,60.5,57.0,4.4,4.43,2.67,766
12130,12131,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,14646
8915,8916,0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,568
18824,18825,0.93,Ideal,H,VS2,61.5,57.0,6.3,6.26,3.86,4218
7530,7531,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005
357,358,1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
25209,25210,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
10655,10656,2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,17805
4346,4347,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,982
19957,19958,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.32,2.69,684
24253,24254,1.27,Ideal,F,VS2,61.0,54.0,7.0,7.02,4.28,10656
13158,13159,0.31,Ideal,E,VVS2,61.4,58.0,4.33,4.37,2.67,755
20464,20465,0.41,Ideal,E,VS2,61.8,56.0,4.74,4.78,2.94,935
1482,1483,0.36,Ideal,I,IF,61.8,55.0,4.58,4.61,2.84,735
14645,14646,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,2415
14833,14834,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,16128
15668,15669,0.54,Good,H,SI1,59.4,65.0,5.31,5.22,3.13,1131
21127,21128,0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,918
10174,10175,1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
10397,10398,0.49,Very Good,G,VS2,60.1,56.0,5.13,5.15,3.09,1198
7461,7462,0.7,Good,J,VVS2,64.3,56.0,5.57,5.63,3.6,1922
9587,9588,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75,526
12981,12982,1.2,Fair,F,I1,,56.0,6.65,6.58,4.35,2622
15562,15563,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,587
3178,3179,2.23,Premium,J,SI1,,59.0,8.36,8.33,5.21,14258
20447,20448,0.51,Ideal,E,SI1,62.2,57.0,5.08,5.12,3.17,1438
2091,2092,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3544
18083,18084,0.71,Premium,H,SI1,61.0,58.0,5.73,5.77,3.51,2006
7676,7677,0.53,Premium,G,VS2,62.6,58.0,5.18,5.11,3.22,1607
5518,5519,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5384
8940,8941,0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28,1406
18525,18526,0.35,Ideal,F,VVS1,61.5,55.0,4.51,4.56,2.79,945
4818,4819,1.22,Ideal,I,SI1,60.2,58.0,6.96,6.9,4.17,5807
5258,5259,0.38,Very Good,E,VVS2,61.8,56.0,4.66,4.68,2.88,1000
24694,24695,0.5,Premium,G,VS1,62.5,60.0,5.06,5.08,3.17,1624
273,274,0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,2456
12266,12267,1.02,Very Good,I,VS2,59.3,59.0,6.56,6.6,3.9,4532
22174,22175,1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58,15602
19086,19087,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.76,3.49,2141
10067,10068,1.23,Ideal,G,VS2,61.5,54.0,6.89,6.92,4.25,7988
24732,24733,0.5,Good,E,SI2,63.7,55.0,5.03,5.08,3.22,1077
19386,19387,1.1,Ideal,F,SI1,61.4,55.0,6.65,6.68,4.09,6146
24933,24934,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2209
16778,16779,1.08,Premium,F,SI1,61.0,59.0,6.67,6.57,4.04,5487
22003,22004,0.35,Ideal,I,IF,61.1,56.0,4.56,4.6,2.8,715
7168,7169,0.42,Premium,G,IF,60.2,59.0,4.8,4.87,2.91,1400
25344,25345,0.9,Very Good,H,SI2,62.9,57.0,6.09,6.16,3.85,3160
15718,15719,1.04,Ideal,F,VVS2,61.6,57.0,6.47,6.51,4.0,10804
23662,23663,0.7,Good,E,SI2,61.0,64.0,5.63,5.69,3.45,2116
14944,14945,0.43,Premium,F,VS2,61.3,59.0,4.84,4.81,2.96,968
10688,10689,1.07,Ideal,F,SI2,62.0,57.0,6.6,6.49,4.06,4764
18257,18258,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
16440,16441,0.8,Ideal,I,IF,62.4,58.0,5.9,5.96,3.7,3357
415,416,1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218
25807,25808,0.96,Ideal,G,SI2,62.0,58.0,6.3,6.34,3.92,3945
2925,2926,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19,7310
10267,10268,2.01,Premium,I,VS1,62.9,59.0,8.03,7.94,5.02,18206
24580,24581,0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56,2137
7861,7862,0.5,Premium,I,VVS1,58.2,62.0,5.25,5.19,3.04,1415
6911,6912,1.29,Ideal,F,SI2,61.9,55.0,6.95,7.01,4.32,7126
6607,6608,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
20255,20256,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
21186,21187,0.4,Premium,F,VS1,61.5,59.0,4.76,4.71,2.91,1050
18274,18275,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,936
18920,18921,1.07,Very Good,I,SI1,62.6,58.0,6.49,6.57,4.09,4451
4801,4802,1.62,Ideal,F,VS2,61.2,57.0,7.52,7.58,4.62,18281
1428,1429,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,816
741,742,0.37,Premium,G,SI1,62.1,60.0,4.54,4.61,2.84,551
23409,23410,0.54,Ideal,D,SI1,62.6,55.0,5.23,5.19,3.26,1715
5430,5431,2.2,Premium,I,VS2,58.9,60.0,8.63,8.52,5.05,17905
10412,10413,1.01,Ideal,G,VS2,61.8,57.0,6.43,6.41,3.97,6504
21394,21395,0.31,Very Good,G,VS1,63.3,56.0,4.33,4.29,2.73,802
15392,15393,1.12,Very Good,G,IF,60.9,57.0,6.68,6.79,4.1,8962
2242,2243,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1201
21506,21507,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,15877
23172,23173,0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,4670
3933,3934,0.3,Very Good,D,SI1,62.2,58.0,4.28,4.31,2.67,552
6110,6111,0.45,Ideal,E,VVS2,61.6,56.0,4.96,4.98,3.06,1817
26817,26818,1.33,Premium,E,SI2,62.5,58.0,6.99,7.03,4.38,6963
5825,5826,0.3,Premium,G,VS1,62.9,58.0,4.32,4.27,2.7,776
11349,11350,0.67,Very Good,G,VS2,60.4,61.0,5.61,5.64,3.4,2080
14396,14397,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02,17803
20188,20189,0.31,Ideal,E,VS2,59.8,57.0,4.43,4.46,2.65,695
15784,15785,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64,2825
7802,7803,0.31,Ideal,D,SI1,62.3,56.0,4.32,4.35,2.7,548
15462,15463,2.03,Premium,E,SI2,61.5,59.0,8.24,8.16,5.04,18477
9191,9192,0.5,Very Good,E,VS2,62.1,62.0,5.08,5.1,3.16,1451
1891,1892,1.12,Premium,G,SI1,60.1,58.0,6.78,6.83,4.09,5233
20990,20991,0.9,Fair,D,SI2,64.6,59.0,6.04,6.01,3.89,3847
14600,14601,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,13462
19288,19289,0.5,Premium,D,VS2,61.3,61.0,5.1,5.04,3.11,1980
5107,5108,0.32,Premium,G,SI1,59.6,60.0,4.43,4.46,2.65,477
26157,26158,0.31,Ideal,D,IF,60.5,57.0,4.39,4.41,2.66,1917
7161,7162,1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304
9888,9889,0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,604
25320,25321,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
10779,10780,0.3,Good,G,VS2,63.5,54.0,4.25,4.28,2.71,526
11155,11156,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4111
11467,11468,0.7,Very Good,E,SI2,,59.0,5.7,5.74,3.52,2464
26023,26024,0.34,Premium,H,VS2,61.9,56.0,4.49,4.46,2.77,689
7076,7077,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3387
21469,21470,1.0,Very Good,E,SI2,60.7,59.0,6.38,6.44,3.89,4311
11625,11626,0.72,Premium,D,SI1,60.4,59.0,5.77,5.72,3.47,2691
2034,2035,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
25978,25979,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2799
8600,8601,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
13800,13801,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
22562,22563,1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,5096
24036,24037,0.4,Ideal,I,VVS1,62.3,53.7,4.72,4.74,2.95,870
23549,23550,0.73,Ideal,E,VS2,61.7,57.0,5.75,5.78,3.55,3470
15696,15697,1.01,Premium,J,VS2,61.0,61.0,6.28,6.22,3.81,3722
24662,24663,0.23,Premium,E,VVS1,61.1,60.0,4.01,3.95,2.43,680
3250,3251,0.57,Ideal,F,VVS2,62.1,56.0,5.31,5.35,3.31,2339
22458,22459,1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,5438
24104,24105,0.8,Very Good,F,SI2,61.5,56.0,5.93,5.98,3.66,2652
14782,14783,0.37,Ideal,G,VS1,61.0,55.0,4.66,4.68,2.85,810
24983,24984,0.33,Premium,G,VVS1,62.1,58.0,4.4,4.43,2.74,868
13959,13960,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
4725,4726,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
10607,10608,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840
22980,22981,0.5,Ideal,D,VS1,61.6,57.0,5.09,5.13,3.15,1923
14333,14334,0.57,Ideal,G,VS1,61.2,55.0,5.35,5.38,3.29,1942
380,381,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672
8618,8619,0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904
12765,12766,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1600
20000,20001,0.41,Ideal,G,VS1,61.7,57.0,4.78,4.81,2.96,899
17972,17973,0.4,Very Good,F,VS1,63.1,56.0,4.68,4.7,2.96,895
23123,23124,1.01,Premium,G,VS2,62.5,60.0,6.37,6.31,3.96,5620
21252,21253,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,1024
16059,16060,0.5,Premium,G,VVS2,61.6,60.0,5.1,5.13,3.15,1838
8704,8705,0.3,Ideal,E,SI1,62.9,57.0,4.32,4.27,2.7,675
11970,11971,0.55,Premium,D,SI1,60.5,60.0,5.3,5.27,3.2,1698
22786,22787,1.27,Premium,I,SI2,61.4,59.0,6.98,6.94,4.27,5249
7049,7050,1.21,Good,F,VS2,63.7,58.0,6.67,6.71,4.26,7911
26228,26229,0.71,Premium,H,SI1,62.4,62.0,5.67,5.64,3.53,2207
15212,15213,0.41,Good,E,VS1,63.5,54.0,4.71,4.74,3.0,935
11082,11083,1.15,Premium,H,SI2,,59.0,6.82,6.78,4.05,3735
10988,10989,0.41,Very Good,D,SI2,62.7,58.0,4.75,4.78,2.99,683
20441,20442,1.22,Premium,H,SI1,60.6,58.0,6.91,6.86,4.17,5063
5608,5609,1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9970
25037,25038,0.4,Ideal,F,VVS2,60.4,56.0,4.79,4.82,2.9,994
7894,7895,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,10933
2234,2235,0.55,Ideal,E,VS2,61.4,56.0,5.32,5.26,3.25,1792
11867,11868,0.82,Premium,F,SI2,60.3,57.0,6.07,6.03,3.65,2723
26607,26608,1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
24656,24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
16630,16631,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,6346
15446,15447,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
26077,26078,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
11296,11297,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
85,86,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64,3016
1683,1684,1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,4989
1292,1293,0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19,1749
10049,10050,1.13,Ideal,F,VVS2,61.4,56.0,6.77,6.72,4.14,10327
18291,18292,0.3,Good,G,VVS1,64.0,57.0,4.23,4.27,2.72,678
863,864,0.36,Very Good,D,VVS1,59.0,59.0,4.66,4.69,2.76,1119
2704,2705,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,6109
3665,3666,1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331
10413,10414,1.11,Premium,H,VS2,60.9,57.0,6.77,6.69,4.1,5395
7009,7010,0.89,Ideal,F,VS2,61.5,55.0,6.18,6.21,3.81,4854
15360,15361,1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
6878,6879,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,930
1810,1811,0.41,Premium,F,VVS2,61.0,59.0,4.77,4.83,2.93,1115
16967,16968,0.43,Ideal,F,VVS1,62.1,55.0,4.85,4.81,3.0,1422
18195,18196,0.31,Ideal,E,IF,62.2,54.0,4.33,4.35,2.7,987
13725,13726,1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,13037
21423,21424,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96,754
16420,16421,0.34,Ideal,H,VVS2,61.1,56.0,4.52,4.55,2.77,852
19147,19148,0.81,Ideal,F,VS2,61.8,55.0,5.96,5.92,3.67,3624
13562,13563,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
23556,23557,1.56,Ideal,I,VS1,61.2,59.0,7.43,7.5,4.57,10399
17493,17494,0.8,Ideal,G,SI2,62.2,56.0,5.95,5.91,3.69,2749
10203,10204,0.33,Ideal,E,VS2,60.6,55.0,4.5,4.48,2.72,928
11774,11775,0.54,Premium,D,SI1,60.0,58.0,5.26,5.3,3.17,1551
9393,9394,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
12832,12833,0.51,Good,D,SI2,63.9,55.0,5.04,5.1,3.24,1180
10141,10142,0.73,Premium,E,SI2,61.8,58.0,5.76,5.71,3.54,2278
21698,21699,0.9,Good,I,VS2,62.4,65.0,6.09,6.12,3.81,3162
19197,19198,0.32,Premium,G,VS2,59.8,59.0,4.48,4.52,2.69,561
26549,26550,0.71,Ideal,D,SI2,62.5,56.0,5.7,5.73,3.57,2487
14015,14016,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823
24527,24528,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,3454
18152,18153,0.7,Fair,E,SI1,57.2,66.0,5.76,5.74,3.29,2000
2260,2261,0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908
15872,15873,0.35,Ideal,F,VVS1,61.3,55.0,4.55,4.58,2.8,1096
23781,23782,0.36,Good,D,VS2,63.4,54.0,4.51,4.57,2.88,739
15329,15330,0.3,Ideal,D,VS1,61.2,59.0,4.29,4.31,2.63,742
23937,23938,0.7,Very Good,J,SI1,60.2,61.0,5.69,5.73,3.44,1817
8060,8061,2.02,Good,H,SI2,59.0,61.0,8.26,8.31,4.89,13144
12480,12481,0.4,Ideal,G,VS1,62.2,56.0,4.72,4.74,2.94,877
5839,5840,0.3,Very Good,H,SI1,62.9,57.0,4.22,4.27,2.67,432
25620,25621,0.31,Ideal,E,VS1,61.6,56.0,4.35,4.38,2.69,734
3956,3957,0.7,Good,F,VS2,59.1,61.0,5.76,5.84,3.43,2846
16078,16079,0.3,Very Good,G,VVS1,63.1,56.0,4.28,4.25,2.69,1013
26908,26909,0.33,Very Good,G,VS1,61.3,57.0,4.47,4.49,2.75,681
26138,26139,0.3,Ideal,F,VVS1,61.7,58.0,4.26,4.3,2.64,814
25511,25512,0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
21984,21985,0.35,Premium,E,SI2,61.5,59.0,4.52,4.56,2.79,491
23834,23835,1.11,Ideal,D,SI2,61.3,56.0,6.68,6.74,4.12,6129
6920,6921,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
907,908,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,15426
21481,21482,0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14,944
20293,20294,1.24,Very Good,I,VS1,61.4,63.0,6.89,6.88,4.23,5444
14878,14879,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.21,3.22,1721
17235,17236,1.08,Ideal,G,VS2,61.3,56.0,6.62,6.59,4.05,6706
12853,12854,0.34,Ideal,G,IF,61.5,55.0,4.51,4.53,2.78,974
16876,16877,0.51,Very Good,I,VS2,60.3,63.0,5.16,5.13,3.1,1068
11351,11352,1.52,Premium,D,SI1,59.5,61.0,7.5,7.43,4.44,12823
7597,7598,0.41,Premium,I,VVS2,62.1,58.0,4.76,4.78,2.96,827
12903,12904,0.71,Premium,E,SI1,58.9,61.0,5.79,5.75,3.4,2329
7647,7648,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.19,3.16,1933
15566,15567,2.01,Ideal,I,SI1,64.8,62.0,7.92,7.82,5.1,16287
993,994,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,526
70,71,0.57,Ideal,F,VVS1,61.1,55.0,5.36,5.44,3.3,3057
16979,16980,0.33,Ideal,E,VVS2,61.9,57.0,4.44,4.47,2.75,917
18789,18790,1.24,Ideal,G,SI2,61.4,56.0,6.98,6.92,4.27,5520
19227,19228,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
18879,18880,0.7,Good,H,SI1,64.2,58.0,5.59,5.62,3.6,1771
18805,18806,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,12787
24081,24082,1.09,Ideal,G,VS1,61.7,54.0,6.65,6.7,4.12,7992
15487,15488,1.66,Premium,G,SI2,59.1,58.0,7.77,7.69,4.57,10030
21830,21831,0.32,Premium,G,IF,59.4,60.0,4.45,4.47,2.65,891
1670,1671,1.01,Ideal,H,VS1,59.8,59.0,6.52,6.56,3.91,5550
15932,15933,1.2,Good,H,SI1,63.7,58.0,6.72,6.68,4.27,5779
17281,17282,1.53,Premium,G,SI1,61.7,59.0,7.4,7.31,4.54,9747
21048,21049,1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036
10128,10129,0.33,Ideal,F,VVS1,61.9,56.0,4.47,4.42,2.75,1021
14629,14630,0.5,Premium,E,SI1,60.7,61.0,5.12,5.09,3.1,1415
6410,6411,0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,1448
19659,19660,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11605
4322,4323,1.0,Premium,E,SI2,61.2,60.0,6.45,6.42,3.94,4704
11205,11206,1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,4798
20888,20889,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
24494,24495,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
5364,5365,0.36,Very Good,G,SI1,62.0,59.0,4.53,4.56,2.82,537
11157,11158,0.42,Good,G,SI1,63.1,56.0,4.75,4.79,3.01,687
22241,22242,0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1332
3522,3523,0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,912
8304,8305,2.3,Premium,J,SI2,59.7,58.0,8.63,8.68,5.17,13560
26183,26184,0.3,Ideal,F,SI1,61.9,56.0,4.29,4.33,2.67,475
26300,26301,0.92,Premium,G,SI2,62.3,59.0,6.2,6.15,3.85,3318
12471,12472,0.28,Good,E,VS1,63.1,55.0,4.15,4.18,2.63,458
893,894,1.0,Premium,H,SI1,62.2,60.0,6.45,6.34,3.98,4469
13889,13890,0.51,Ideal,F,SI2,61.1,56.0,5.18,5.21,3.17,1139
8343,8344,0.9,Good,F,SI1,,59.0,6.1,6.13,3.82,4119
26403,26404,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,530
14014,14015,0.53,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.24,1695
22285,22286,1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77,14275
7931,7932,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
20886,20887,0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,3846
14565,14566,0.55,Very Good,F,VS2,61.6,56.1,5.29,5.31,3.27,1777
20661,20662,0.52,Good,G,IF,59.8,57.0,5.24,5.27,3.14,2093
19350,19351,0.41,Very Good,D,SI1,63.0,59.0,4.73,4.76,2.99,838
16110,16111,1.23,Ideal,I,SI1,62.1,58.0,6.82,6.86,4.25,5600
12264,12265,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
747,748,1.78,Very Good,D,SI2,63.4,60.0,7.67,7.61,4.85,10730
24038,24039,0.32,Premium,H,VVS2,62.2,58.0,4.33,4.38,2.71,602
63,64,0.3,Ideal,F,VS1,61.9,55.0,4.28,4.3,2.66,673
7214,7215,1.0,Very Good,D,SI2,61.5,63.0,6.32,6.27,3.87,4295
4447,4448,1.5,Ideal,G,VS1,61.0,57.0,7.32,7.4,4.49,12576
19132,19133,0.53,Ideal,G,VS2,61.4,55.0,5.23,5.26,3.22,1615
5867,5868,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
14955,14956,0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0,1129
23206,23207,0.5,Ideal,G,SI2,61.2,56.0,5.13,5.17,3.15,1011
11994,11995,0.31,Ideal,E,VVS1,61.0,57.0,4.33,4.36,2.65,924
17026,17027,0.9,Ideal,G,SI2,62.4,57.0,6.16,6.13,3.84,2968
13300,13301,0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
26014,26015,0.35,Premium,D,SI2,60.8,58.0,4.57,4.51,2.76,669
7113,7114,0.75,Very Good,J,SI1,62.4,56.0,5.78,5.82,3.62,2083
25377,25378,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.73,3.52,3451
13003,13004,1.01,Good,D,SI2,63.6,56.0,6.38,6.33,4.04,4805
7755,7756,0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
16081,16082,0.32,Very Good,G,VS1,63.2,55.0,4.39,4.37,2.77,828
6666,6667,1.63,Premium,F,SI1,59.7,62.0,7.73,7.65,4.59,12394
12195,12196,0.7,Ideal,H,SI1,61.8,53.0,5.71,5.74,3.54,2499
21749,21750,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7283
20407,20408,1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
11949,11950,0.52,Good,G,VS2,63.3,57.0,5.09,5.11,3.23,1349
18906,18907,0.52,Ideal,H,VS2,61.8,56.0,5.19,5.16,3.2,1573
4064,4065,1.21,Ideal,F,SI1,61.2,59.0,6.8,6.85,4.18,7349
6535,6536,1.01,Ideal,I,VS2,64.1,58.0,6.27,6.21,4.0,4378
14699,14700,0.34,Ideal,E,SI2,61.4,55.0,4.5,4.52,2.77,454
24107,24108,0.41,Premium,J,VVS1,60.1,58.0,4.83,4.79,2.89,994
26306,26307,0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,1793
12758,12759,3.4,Fair,D,I1,66.8,52.0,9.42,9.34,6.27,15964
7643,7644,0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,577
